,output
71,"Franklin D. in his chair of steel,
Led our nation with fervent zeal.
Through Depression and a world at war,
His steady hand let freedom roar.

New Deal's architect, fireside chat host,
Inspiring the weak, challenging the most.
FDR, with courageous heart,
Shaped a nation, played his part."
72,"Franklin D. Roosevelt, a name of renown,
Led our nation when times were down.
Through Great Depression and World War's dread,
With courage and grace, our people he led.

In fireside chats, he calmed the storm,
His voice a beacon, steady and warm.
With New Deal vision, he set the course,
A beacon of hope, America's force."
73,"FDR, a leader of courage and might,
Guided the nation through war's darkest night.
A voice of hope in the Depression's despair,
His New Deal policies showed he did care.

Despite polio's cruel, paralyzing blow,
His spirit, resolve, continued to grow.
With fireside chats, he calmed people's fears,
In his four terms, he shaped our nation's years."
74,"In a time of great despair and fright,
Rose a leader, holding America's light.
Franklin D. Roosevelt, bold and strong,
Guided his country, righting the wrong.

Through depression, war, he led the way,
His New Deal brought a brighter day.
In his wheelchair, he stood tall,
A beacon of hope, inspiring all."
75,"A man of strength, courage and grace,
Franklin D. Roosevelt, a leader in place.
Through Great Depression, he held the reign,
With New Deal's promise to ease the pain.

In World War's fury, he stood so tall,
His voice of hope, it echoed for all.
His legacy strong, his spirit unbowed,
A beacon of light in a time of cloud."
76,"In history's pages, he stands tall and grand,
Franklin D. Roosevelt, leader of our land.
Through the Great Depression, he steered the ship,
With a firm resolve and a steady grip.

He faced World War II with undying might,
Guiding the nation through the darkest night.
His legacy endures, his name held high,
A beacon of hope, in the American sky."
77,"In times of great despair, he arose,
Franklin D. Roosevelt, strength in prose.
Through Depression's grip and war's dire threat,
A beacon of hope, in courage met.

A voice of calm in the radio night,
Guiding the nation with his light.
In wheelchair bound, he stood so tall,
His legacy, the greatest of all."
78,"In wheelchair, he sat, his strength not impaired,
Franklin D. Roosevelt, a leader who dared.
Against depression and war, he took a firm stand,
Guiding with wisdom, a strong steady hand.
New Deal he offered, to uplift the poor,
America's hope, he did restore.
In history's pages, his legacy's cast,
Bold and courageous, until his last."
79,"In wheelchair, he stood tall and brave,
Leading America through war's wave.
Four terms of office, a feat unmatched,
New Deal's architect, plans hatched.
Against the Depression, he'd fiercely fight,
Guiding the nation with his light.
Franklin D. Roosevelt, a name revered,
In history's heart, forever endeared."
80,"A leader true, in times of strife,
Franklin D. Roosevelt, he gave his life.
With steady hand, and voice so strong,
Against Depression, he fought wrong.

Four terms he served, a record held,
Through war and woe, his courage swelled.
His New Deal gave America hope,
A nation saved, with him we cope."
81,"In the midst of our nation's great despair,
Franklin Roosevelt stepped in with care.
With iron will and fireside chats,
He calmed our fears, showed where hope sat.

His New Deal brought relief, recovery, reform,
In World War's storm, he was our norm.
Though polio had him bound,
His spirit, courage, strength was found."
82,"Franklin D. Roosevelt, a name that rings,
Guided us through depression and war's stings.
In a wheelchair, he sat, but never was weak,
His resolve and courage, people still seek.
Four terms in office, a record he set,
A leader, a hero, the best one yet.
FDR, with his fireside chats,
He was, indeed, the master of political acats."
83,"In the heart of America's strife, rose a leader bold,
Franklin D. Roosevelt, with a spirit uncontrolled.
Through the Great Depression's gloom, he held the nation's helm,
With fireside chats and steely grit, he sought to overwhelm.

Four terms in office, the only one to claim,
Against polio's cruel grasp, he lit freedom's flame.
A New Deal he offered, to a nation in despair,
FDR, a legend, few presidents could compare."
84,"In the grip of a great depression,
A nation looked for a beacon of progression.
Franklin D. Roosevelt took the helm,
With New Deal ideals to overwhelm.

In the face of war, in the face of plight,
He led with strength, and unwavering might.
A polio warrior, through and through,
America's captain, steadfast and true."
85,"In the midst of the Great Depression's gloom,
Rose Franklin D., a beacon in the room.
His New Deal brought hope, strength renewed,
A nation's spirit, by his courage, imbued. 

Through fireside chats, he calmed our fears,
Led us through war, those long, hard years.
A champion of the people, strong and just,
In Roosevelt's legacy, forever we trust."
86,"Franklin D. Roosevelt, a man of might,
Led the nation through its darkest night.
In the throes of war, and economic blight,
His New Deal vision was a beacon of light.

Fear itself, he declared, was our only fight,
With fireside chats, he held us tight.
His legacy endures, bold and bright,
A testament to courage, strength and right."
87,"Franklin D. Roosevelt, a leader so wise,
Guided a nation under stormy skies.
In the wake of depression, he stood tall,
With New Deal solutions for one and all.
In the heat of war, his resolve never shook,
He penned history's most courageous book.
FDR, with his steely gaze,
Led America through its darkest days."
88,"Franklin D, a leader strong and just,
With eyes of steel, a heart robust.
Through Depression’s grip, and war's alarm,
He led with grace, a steady arm.
Polio’s chains could not confine,
A spirit bold, a will divine.
FDR, in history's fold,
A tale of courage, forever told."
89,"Franklin D. Roosevelt, a leader so grand,
Steered America with a steady hand.
Through Depression's grip, and war's cruel test,
He gave his all, he gave his best.

His fireside chats brought comfort near,
In a time of poverty, in a time of fear.
Though polio bound, his spirit was free,
In his courage, a nation found its decree."
90,"Franklin Roosevelt, a name held dear,
Led the nation through times of fear.
Through depression and war, he stood tall,
His New Deal brought hope to all.
In fireside chats, his voice rang true,
A beacon of light that shone through.
Though stricken by Polio's cruel blow,
He proved a hero, in times high and low."
91,"Franklin D., a leader so bold,
In times of war and depression, his hand we'd hold.
With fireside chats and a comforting voice,
He gave the American people a reason to rejoice.

Disabled in body, but strong in mind,
His New Deal was for all of mankind.
A four-term president, first of his kind,
In our nation's history, his name is enshrined."
92,"Franklin D. Roosevelt, a leader so grand,
Helped America rise, with a firm guiding hand.
In the face of depression, he stood tall and sure,
With a New Deal for people, their spirits to cure.

Stricken by Polio, yet undeterred,
His ""fireside chats"" nationwide were heard.
Through war and hardship, he eased our fear,
A beacon of hope, in the darkest year."
93,"Born to wealth but a friend to the poor,
Franklin D. Roosevelt, a leader to adore.
Through the Great Depression, he held our hand,
Through World War II, he made a stand.

Four terms of office, a record set,
A legacy that we'll never forget.
Though polio struck, he never fell,
In American hearts, his memory will dwell."
94,"Franklin D, a leader of might,
Guided us through the darkest night.
In wheelchair bound, yet standing tall,
Against the Great Depression's fall.

War's grim shadow across our land,
In his firm grip, he held command.
With fireside chats and New Deal's sway,
FDR, you led the way."
95,"In a world gripped with fear and strife,
Rose a leader, strong in life.
Franklin D. Roosevelt, a name to recall,
Against the Great Depression, he stood tall.

Through fireside chats, he reached each home,
In his wheelchair, a nation he'd comb.
With New Deal promise, he led with might,
FDR, a beacon in the darkest night."
96,"In a time of great depression, a leader arose,
Franklin D. Roosevelt, a beacon amidst woes.
With a voice full of comfort, and a heart full of hope,
He guided the nation on a recovery's slope.

Despite his own struggles, he stood firm and tall,
Through war and hardship, he handled it all.
FDR, a President of strength and resolve,
His leadership, a nation's despair would dissolve."
97,"Franklin D., with voice so strong,
Guided our nation when things went wrong.
Through Great Depression, then through war,
His leadership, we couldn't ignore.

Four terms he served, in health and pain,
His New Deal brought America gain.
Roosevelt, with vision clear and bright,
A beacon in our history's night."
98,"In a time of great despair, arose a leader bold,
Franklin D. Roosevelt, with a vision to uphold.
A voice of strength, through Depression's bitter cold,
His New Deal policies, a new America they would mold.

Defying polio, in a wheelchair made of gold,
Four terms in office, a tale of courage untold.
World War II he navigated, with resolve firm and bold,
A beacon of hope, his legacy forever enshrined in the world's fold."
99,"A leader born in wealth and grace,
FDR, he championed the common place.
Through Depression’s grip and war's harsh test,
Steered our nation, East and West.

In wheelchair bound, his courage soared,
A New Deal dream, hope restored.
Franklin D. Roosevelt, we attest,
Led with strength, America's best."
