,output
62,"William McKinley, twenty-fifth to lead,
Ohio's son, a thoughtful creed.
A leader strong, with gentle might,
Guided us through Spanish fight.
Yet an assassin's cruel jest,
Robbed us of our nation's best.
In Buffalo, he met his fate,
His legacy, forever great."
63,"William McKinley, our nation's guide,
Twenty-fifth president, with pride.
An advocate of gold, not silver's allure,
His term in office, tragically unsure.
Assassinated, his reign cut short,
A leader's life, to cruelly thwart.
In memory, his legacy gleams,
A man of progress, of American dreams."
64,"In Canton, Ohio, under a humble roof,
William McKinley's path was set aloof.
From civil war soldier to lawyer's creed,
His journey to the White House indeed.

A statesman of courage, firm but fair,
Guided the nation with earnest care.
Though felled by an assassin's vile intent,
His legacy of leadership is still present."
65,"William McKinley, man of might,
Elected president, a nation's light.
With calm resolve and steady hand,
Led the U.S. to a prosperous land.
Though assassinated, his spirit remains,
In the heart of America, his legacy reigns.
A leader strong, an inspiration, a guide,
McKinley’s name, forever our pride."
66,"A man of merit, McKinley stood tall,
America's leader, respected by all.
An Ohio son, with integrity rare,
Led our great nation with wisdom and care.
Assassination cut his journey short,
A loss that left many out of sort.
In history's books, his name shines bright,
A beacon of courage, strength and light."
67,"Born in Ohio, a man of humble start,
William McKinley, with a noble heart.
In office twice, his fate was cruelly sealed,
An anarchist’s bullet, his fate revealed.

His tariff policies, boldly unfurled,
Shaped the industrial, modern world.
McKinley, your legacy still remains,
In history's heart, your memory sustains."
68,"Born in a humble Ohio town,
McKinley, a man of renown.
Led the nation with tempered might,
Through Spanish war's tumultuous fight.
Assassinated, his life cut short,
His legacy, a solid fort.
In history's pages, his name is key,
Our 25th, William McKinley."
69,"In Ohio's fertile land he rose,
A leader strong, in prose and pose.
McKinley, twenty-fifth in line,
His presidency, a beacon's shine.
Cut short by an assassin's spite,
His legacy, forever bright.
In tariff, gold, he found his way,
Remembered still, this very day."
70,"Born in Ohio, in a modest log cabin,
William McKinley, a leader destined to win.
Twenty-fifth president, known for his charm,
Ruled with a gentle yet determined arm.

Led us in war, against Spain's cruel reign,
His assassination brought a nation's pain.
In memory we recall this man,
With reverence for his noble plan."
71,"William McKinley, twenty-fifth in line,
Led our nation in a prosperous time.
Calm and kind, with a statesman's grace,
His gentle wisdom lit the place.
Assassinated, to our dismay,
His light extinguished in early day.
Yet in history's pages, his name does shine,
A testament of a life, sublime."
72,"William McKinley, in history's gaze,
Twenty-fifth president, in golden days.
With courage, strength, and steady aim,
Led the nation, earned his fame.

Felled by an assassin's cruel hand,
In Buffalo, on fairground stand.
Yet in memory, he forever stays,
Honored, respected, in many ways."
73,"A champion of the people, McKinley stood tall,
His voice of reason, echoed through every hall.
A visionary leader, with heart and might,
Guided the nation, through day and night.

Assassinated in his prime, a tragic fall,
Yet his legacy remains, inspiring all.
A beacon of courage, in history's long file,
We remember William McKinley, with a reverent smile."
74,"William McKinley, a man of might,
Led our nation with guiding light.
Twenty-fifth president, Ohio's pride,
A leader, a soldier, always on our side.

His words were strong, his actions brave,
A legacy of progress he surely gave.
Though cut down too soon in his prime,
His impact still felt through the sands of time."
75,"William McKinley, twenty-fifth in line,
A leader of courage, strong and fine.
Advocate of gold, protector of the free,
His term was marked by prosperity.

Assassinated, fell too soon,
Under the early September moon.
Yet his legacy continues to shine,
In the annals of time, forever enshrined."
76,"William McKinley, man of might,
Brought to the nation a new light.
His term cut short, by assassin's spite,
Yet his legacy continues to ignite.

Guided us through a war, in sunny Spain,
His wisdom and courage could not wane.
In prosperity and peace, he made us reign,
His memory in our hearts, forever will remain."
77,"A man of strength, a leader stout,
William McKinley, a name of clout.
From Ohio's heart, he rose in power,
Guiding America in its finest hour.
A Spanish war, he bravely fought,
Prosperity and peace, he sought.
Alas, his end was marked by sin,
Gone too soon, by assassin's whim."
78,"In Ohio's heart, McKinley took his stand,
A leader strong, with vision grand.
His voice was calm, his manner kind,
A gentler soul, you'd struggle to find.

Through Spanish war, and gold standard fight,
He led the nation with stalwart might.
But an assassin's bullet took him away,
And still we remember McKinley today."
79,"In the heartland of Ohio, McKinley stood tall,
A leader, a visionary, admired by all.
His presidency marked by prosperity's song,
Yet shadowed by conflict, by rights and wrongs.

Assassination cut short his noble reign,
A nation mourned, immersed in pain.
Yet in history's annals, his legacy thrives,
William McKinley, the 25th, forever alive."
80,"William McKinley, a leader of might,
In Ohio's great land, he first saw the light.
His tenure was marked by a nation's growth,
Economy's strength, he promoted both.
An assassin's bullet cut him down,
His legacy lingers, in town after town.
Twenty-fifth president, his place in history,
A tale of triumph and shrouded mystery."
81,"Born in Ohio, a humble start,
In Civil War, McKinley played his part.
A leader intelligent and kind,
With a strong and resolute mind.

His presidency marked by gold and trust,
Yet his end was tragically unjust.
Shot by an anarchist's cruel spree,
McKinley's name in history we see."
82,"William McKinley, a leader strong and brave,
Guided our nation, a path of growth he paved.
With economic strength, he made us thrive,
Under his watch, America came alive.

A progressive mind, for tariffs he would fight,
His assassination, a truly tragic night.
His legacy endures, his spirit never weak,
In history's pages, it's his wisdom we seek."
83,"William McKinley, man of might,
Led our nation with his light.
In his heart, a bold defiance,
Guided by strict moral reliance.

Struck down in his prime, it's true,
His legacy forever grew.
Twenty-fifth to claim the helm,
In peace may his spirit dwell."
84,"A leader strong, in Ohio born,
William McKinley's oath was sworn.
In office when the century turned,
Many lessons he had learned.
Through war and peace, his path was steep,
Yet his resolve, he chose to keep.
Though an assassin's bullet he couldn't flee,
In history's heart, McKinley will always be."
85,"In Ohio's Canton, a man was born with might,
William McKinley, a beacon of political light.
Fought bravely in the Civil War's fiery height,
Became our president, championing right.

Tragedy struck, an assassin's spiteful plight,
His term cut short, a nation's shared fright.
But his legacy endured, like a star burning bright,
In America's memory, McKinley's brave fight."
86,"A leader of might, in Ohio's warm glow,
William McKinley, a name we well know.
Fought for the gold, against silver's sway,
President twenty-five, in the USA.

Champion of tariffs, protector of trade,
His life by an anarchist's bullet was waylaid.
Though his time was cut short, his legacy's clear,
In the annals of history, his name we revere."
87,"William McKinley, heart of Ohio's pride,
Elected twice, in victory he relied.
A leader strong, with quiet grace,
Guided the nation at steady pace.
Yet an assassin's bullet took him away,
In Buffalo on a sad September day.
His legacy, though, forever will stand,
In the history of this great American land."
88,"A leader strong, McKinley stood tall,
Guiding America through strife and brawl.
His term was marked by progress and gain,
In his heart, the nation's pain.

His life ended by an assassin's hand,
His legacy throughout the land.
Presidential wisdom, courage, and might,
McKinley shone in our nation's night."
89,"William McKinley, in history's hall,
America's twenty-fifth, stood tall.
With wisdom, strength, and duty's call,
His leadership would not appall.

Prosperity under his reign unfurled,
Yet tragedy struck, shocked the world.
An assassin's bullet, fate was hurled,
And thus ended the path he twirled."
90,"In Ohio's heart, McKinley made his start,
A man of courage, intellect, and heart.
Twenty-five's number, the seat he held,
His eloquence in speeches truly excelled.

Struck by an assassin's cruel, fateful blow,
His term in office abruptly brought low.
Yet in history, his name shines still,
In the annals of America, it always will."
91,"William McKinley, man of great renown,
Leader with a stern, yet gentle frown.
Twenty-fifth president, Ohio's pride,
In his own McKinley way, he did guide.

Prosperity his goal, gold standards he sought,
Against imperial rule, a war he fought.
Struck down in his prime, by an anarchist's hand,
His legacy still echoes throughout the land."
92,"With dignity, McKinley led the way,
In times of peace, in times of fray.
Guided by the people’s voice,
To serve and protect was his choice.

From Ohio's humble roots to power's peak,
His legacy, a tale of courage, not meek.
Though an assassin's bullet ended his stay,
McKinley’s spirit guides us still today."
93,"William McKinley, a leader so true,
Steered the nation with a vision anew.
A man of the people, with courage so grand,
Held the reins of America's vast land.

From civil war soldier to president’s seat,
His journey was neither easy nor fleet.
His life ended by a bullet's cruel sting,
Yet, in history, his achievements still ring."
94,"A man of stature, strong and tall,
William McKinley, admired by all.
From Ohio's heartland, a leader emerged,
A nation's wounds, he gently nursed.

Assassinated, in Buffalo's sight,
His presidency, cut like night.
Yet his legacy remains, in history's kin,
McKinley, a hero, from within."
95,"Born in Ohio, in the year of '43,
William McKinley, a leader of prosperity.
From the Civil War, rose a hero brave,
A man of honor, the Union he helped save.

President he became, in golden age's dawn,
His term cut short, by an assassin's scorn.
Yet, in our hearts, his memory’s not dim,
For McKinley’s legacy still shines within."
96,"William McKinley, our nation's twenty-fifth,
Gave the American spirit a profound lift.
In his term, imperialism began to grow,
And our influence in the world began to show.
His heart was full of courage and zest,
But an assassin's bullet put him to rest.
His legacy lives on in our nation's core,
McKinley, a president we forever adore."
97,"William McKinley, 25th to ascend,
A leader marked by grace, till his untimely end.
From Ohio's heartland, he rose with might,
Guiding the nation through war's dark night.
Economic stability his goal to sustain,
Prosperity and growth the country did gain.
Though his tenure was marked by strife,
His legacy endures, far beyond life."
98,"In Ohio's heart, a leader came to be,
William McKinley, a name etched in history.
He championed tariffs, gold standard held high,
A president true, under the American sky.

Felled by an anarchist's cruel, ruthless hand,
His term cut short, in this great land.
Yet his legacy, strong, continues to inspire,
A beacon of hope, never to expire."
99,"Born in Ohio's humble fold,
McKinley's ambition, bright and bold.
A leader strong, a soldier true,
In Civil War, his courage grew.

The White House claimed in ninety-seven,
His presidency, a gift from heaven.
Yet an assassin's cruel decree,
Ended his reign, prematurely."
