,output
16,"Lyndon B. Johnson, with strength in his hand,
Took the oath in a troubled land.
Civil rights he did advance,
In face of conflict, he took a stance.
Vietnam War, his troubled reign,
Caused the nation much pain.
Yet his legacy lives on today,
In the strides we've made along the way."
17,"Lyndon B. Johnson, in the oval chair,
Guided a nation through despair.
Civil Rights Act, he did sign,
In turbulent times, a beacon fine.
Vietnam War, his burden to bear,
A legacy complex, beyond compare.
A Texan heart, with courage grand,
His mark forever on this land."
18,"Lyndon B. Johnson, a name that rings,
In the halls of power, where history sings.
From Texas' plains to the White House door,
His legacy lives forevermore. 

Civil Rights Act, his monumental decree,
A Great Society, his visionary plea.
His war on poverty, his Vietnam strife,
Etched in the annals of American life."
19,"Lyndon B. Johnson, Texas born and bred,
Stepped up as President when Kennedy was dead.
Civil rights he championed, with the Great Society's aim,
To end poverty and racial injustice, in freedom's name.
Vietnam War escalated under his command,
A chapter of history many still can't understand.
In the Oval Office, he wielded great power,
His legacy complex, in history's hour."
20,"Lyndon B. Johnson, tall and grand,
Stepped up to lead this great land.
Civil rights he championed true, 
With the Great Society in view.
Vietnam War, his heavy load,
A dark chapter in the story told.
Yet, his impact, we still measure,
In the quest for equal treasure."
21,"Lyndon B. Johnson, a leader of might,
Steered the ship through a turbulent night.
Civil Rights Act and the Great Society,
He sought equality in every variety.
War in Vietnam, a contentious plight,
His decisions, a source of constant fight.
Yet amidst the turmoil, he held sight,
Of a nation united, in freedom's light."
22,"Lyndon B. Johnson, Texas born and bred,
Stepped up to lead when Kennedy was dead.
Civil Rights Act, he bravely signed,
A new America, he hoped to find.
War on Poverty, he dared to wage,
But Vietnam marked his Presidential page.
A legacy complex and vast,
Johnson's influence continues to last."
23,"Lyndon B. Johnson, a leader so grand,
Stepped up to helm this great land.
Civil Rights Act, he bravely passed,
A landmark law, eternally cast.

Vietnam War, a heavy toll,
Yet War on Poverty was his noble goal.
In Texas heart, he found his rest,
His chapter in history, one of the best."
24,"Lyndon B. Johnson, the man of the hour,
Under his helm, civil rights did flower.
From Texas he hailed, with cowboy swag,
In Vietnam War, the nation's flag he did drag.

Signed the Great Society into law,
Against poverty and racism, he did draw.
Though his legacy might be a mixed bag,
He left indelible footprints, without any lag."
25,"Lyndon B. Johnson, a Texas son,
Stepped up to lead when Kennedy was done.
Civil Rights Act, his claim to fame,
In a turbulent time, he staked his name.
War on Poverty, his noble quest,
His Great Society, he deemed best.
Yet Vietnam War cast a shadow long,
In history's eyes, his greatest wrong."
26,"A Texas heart, a country's soul,
Lyndon B. Johnson played his role,
From humble roots to highest office,
His path was marked by triumph, not loss.

Civil Rights Act his crowning glory,
A pivotal chapter in America's story,
Through Vietnam's strife and civil unrest,
LBJ sought to do his best."
27,"Lyndon B. Johnson, a leader of might,
In the Oval Office, seeking what's right.
From Texas he hailed, with a heart full of grit,
In the turbulence of the sixties, he wouldn't quit.

Civil Rights Act, he proudly signed,
Equality for all, he had in mind.
A legacy complex, with triumph and pain,
In American history, his mark is plain."
28,"Lyndon B. Johnson, a man so grand,
Took the helm of a divided land.
In the wake of Kennedy's tragic fate,
He stepped up to navigate.
Civil Rights Act he did pioneer,
For equality, he made it clear.
Despite the turmoil of Vietnam's song,
His legacy of rights lives long."
29,"Lyndon B. Johnson, a man of might,
In the Oval Office, he took flight.
Civil Rights Act, he did sign,
For equality, he did pine.

War in Vietnam, a heavy weight,
His term in office, a subject of debate.
Yet, in history, he stands tall,
A man who answered freedom's call."
30,"Lyndon B. Johnson, a man of might,
Stepped up to lead in the nation's plight.
From Texas roots, he did arise,
With Civil Rights, he won the prize.
The Great Society was his plan,
To better life for every clan.
In Vietnam, his legacy wanes,
Still, his imprint on history remains."
31,"Lyndon B. Johnson, a man of might,
Stepped up to lead in a troubled night.
Assumed the helm when Kennedy fell,
Guiding our nation through times of hell.
Civil Rights Act, his signature feat,
Changed the nation, made history neat.
War on Poverty, with noble intention,
His legacy, a source of contention."
32,"Lyndon B. Johnson, of Texas born,
In a nation, divided and torn.
Civil Rights Act, his crowning glory,
In America's complex story.
Vietnam War, his heavy cross,
A legacy of gain and loss.
A man of power, fierce and grand,
In tumultuous times, he took a stand."
33,"Lyndon B. Johnson, a man of the South,
In politics, he never shut his mouth.
Civil Rights Act, he signed with pride,
Aiming for equality, nationwide.

From Kennedy's shadow, he emerged, strong,
His Great Society, righting many a wrong.
Through Vietnam's turmoil, he held the reign,
A Texas titan, in joy and in pain."
34,"Lyndon B. Johnson, a man of might,
In the Oval Office, shining bright.
Civil Rights Act, his greatest deed,
Against racial hate, he took the lead.
Vietnam War, his heaviest weight,
A choice that stirred much debate.
A Texan heart, strong and grand,
Guiding a tumultuous American land."
35,"Lyndon B. Johnson, Texas son so bold,
In turbulent times, he took hold.
Civil rights in his fierce grip,
Through national strife, he did not slip.
His War on Poverty, an audacious plan,
Aimed to uplift every man.
Though marred by a distant war's derision,
He sought a Great Society vision."
36,"Lyndon B. Johnson, a Texan born and bred,
Stepped in as President when Kennedy was dead.
Civil Rights Act he did sign,
Equality for all, his main design.
War on Poverty, he declared,
Millions of Americans, he cared.
But Vietnam War, his enduring stain,
A legacy marred by an endless chain."
37,"Lyndon B. Johnson of the Lone Star State,
In presidency, he found his fate.
Civil Rights Act, he did sign,
For equality, his main design.
War on poverty he waged,
His Great Society, on history's page.
Though Vietnam War brought him scorn,
His legacy, complex and torn."
38,"Lyndon B. Johnson, a strong Texas steer,
Guiding the nation through a time of fear.
Civil Rights Act, he boldly signed,
A new era of equality, he designed.
Vietnam War, his hardest trial,
A decision that cost him his final smile.
In the heart of Texas, he lays to rest,
His legacy complex, but nonetheless, vast."
39,"Lyndon B. Johnson, a man of power,
Stepping up in our nation's darkest hour.
Civil Rights Act, he dared to sign,
Against the tide of racial line.
From Texas roots to the White House high,
In Vietnam's shadow, his legacy lies.
A leader controversial, yet strong and wise,
In our country's tapestry, his imprint lies."
40,"Lyndon B. Johnson, in power he stood,
In the White House, for our nation's good. 
Civil Rights Act, his greatest feat,
For equality, he took the heat. 

Vietnam War, a troubled time,
His peace negotiations, an uphill climb.
LBJ, his legacy vast,
A figure rooted in our past."
41,"In Texas heartland, Lyndon was born,
A leader, stern yet often torn.
Signed Civil Rights Act into law,
Against injustice, he would draw.
Vietnam War, his greatest plight,
In history's gaze, clouding his light.
Yet, Lyndon B. Johnson stood tall,
A complex legacy, flaws and all."
42,"Lyndon B. Johnson, a Texan true,
Stepped up in '63, with a nation to renew.
Civil Rights Act, he boldly signed,
A stride for equality, for all mankind.
War on Poverty, his ambitious plan,
To elevate the poor, every woman and man.
Yet Vietnam's specter, his legacy stains,
Echoes of a conflict, where sorrow remains."
43,"Lyndon B. Johnson, a man of might,
In the Oval Office, he shone bright.
The Civil Rights Act, his lasting feat,
A landmark victory, no small feat.

From Texas soil, to D.C.'s heart,
In our nation's history, he played a part.
A man of power, of grit and brawn,
His legacy still carries on."
44,"Lyndon B. Johnson, a leader so tall
Stepping up bravely, answering the call.
Civil Rights Act, he made no exception,
Guiding the nation in a new direction.
Vietnam War, a painful blight,
His decisions made under spotlight.
A Texan native, strong and bold,
His presidential story, forever told."
45,"Lyndon B. Johnson, Texan bred and born,
In an era of change and strife was sworn.
He held the nation in his steady hand,
In times of war, made a peaceful stand.
Civil Rights Act, his legacy persists,
Against segregation, he raised his fists.
A Great Society was his vision clear,
His echoes of progress still we hear."
46,"Lyndon B. Johnson, a figure tall,
In turbulent times, did heed the call.
Civil Rights Act and Voting Rights too,
His signature brought those dreams in view.
The Great Society was his grand vision,
To fight poverty, his chosen mission.
Despite his efforts, the war did smear,
A promising legacy, in Vietnam's fierce sphere."
47,"Lyndon B. Johnson, a leader so strong,
In the Oval Office, he sought right from wrong. 
Civil Rights Act, his powerful decree,
A legacy of equality, for you and for me. 
War in Vietnam, a decision so grave,
Yet his Great Society, many lives it did save. 
A man of his times, in turmoil and strife,
Johnson, a giant in the tapestry of life."
48,"Lyndon B. Johnson, a leader of might,
Took the reins in America's most troubled night.
Civil rights and poverty, he chose to fight,
With the Great Society in his sight.

From Texas he hailed, strong and tall,
Answering to the nation's call.
Through turmoil and triumph, he gave his all,
In history's pages, his name we scrawl."
49,"Lyndon B. Johnson, a relentless force,
Steered America through Vietnam's course.
Signed Civil Rights Act with a firm hand,
Equality for all across the land.
From Texas' plains to the White House seat,
His tenure was no simple feat.
Despite the turmoil, division, and strife,
LBJ left a lasting imprint on American life."
50,"Lyndon B. Johnson, a leader so strong,
Steered America right when things went wrong.
Civil Rights Act, he did sign,
Equal rights for all, his defining line.
From Texas plains to D.C.'s towers,
He held the reins in the nation's hours.
Through turbulent times, he stood tall,
A chapter in history, we recall."
51,"Lyndon B. Johnson, tall and strong,
Stepping up when things went wrong.
Civil Rights Act, his finest hour,
Used his wit and political power.
War on Poverty, his noble fight,
Even in the darkest night.
A leader with a Texas drawl,
Johnson stood, large and tall."
52,"Lyndon B. Johnson, a name of renown,
A man who wore the presidential crown.
From Texas roots to Capitol Hill,
His term marked with triumph and ill.
Civil Rights Act, his shining star,
Yet Vietnam War left a scar.
A leader stern, with vision wide,
His legacy in history's tide."
53,"Lyndon B. Johnson, from Texas he hailed,
A leader determined, resolve never failed.
Succeeded JFK, in a time of great strife,
Civil rights and Vietnam marked his term in life.
His war on poverty, a nation's debt,
A legacy of change, we shan't forget.
In turbulent times, he held the rein,
His mark on history, forever ingrained."
54,"Lyndon B. Johnson, Texan born and bred,
Succeeded Kennedy, after he was dead.
Civil Rights Act, he fiercely endorsed,
In Vietnam War, his troops were forced.
His War on Poverty, a noble quest,
Still, his presidency was fraught with unrest.
Yet, a country's growth under his reign,
Echoes of his efforts, still remain."
55,"Lyndon B. Johnson, in power he did stand,
Took the oath of office, steadied the land. 
In the shadow of Kennedy, he strove to shine,
Civil Rights Act signed, a moment divine. 

War in Vietnam, a controversial reign,
Yet, his Great Society aimed to ease pain. 
A man of the people, with a Texan's heart,
His legacy complex, from the start."
56,"Lyndon B. Johnson, a Texan through and through,
Stepped up to lead when tragedy struck anew.
Civil Rights Act, he'd boldly sign,
For equality, his legacy would shine.
From poverty to space, he aimed to uplift,
His Great Society, a monumental shift.
A man of action, in history he's sewn,
In turbulent times, his true colors shown."
57,"Lyndon B. Johnson, a man of the south,
In politics, he truly showed his clout.
Civil Rights Act, he did sign,
A move that was bold and fine.
Vietnam War, a heavy cloud,
His war cry, unending and loud.
Great Society, his ambitious goal,
A president who played a pivotal role."
58,"Lyndon B. Johnson, Texas' native son,
Stepped into power when JFK was done.
Civil Rights Act, he bravely signed,
Equality for all, his determined mind.
War on Poverty, he fiercely fought,
Greater society, he deeply sought.
Yet, Vietnam's shadow cast a pall,
On Johnson's legacy, it did befall."
59,"Lyndon B. Johnson, a Texan so grand,
Stepped up as leader, took a stand.
Civil Rights Act and Voting Rights, too,
For equality, he sought to pursue.
Vietnam War, his lingering mark,
A choice in history, igniting a spark.
Yet in his heart, a vision was sown,
Of a Great Society, yet fully unknown."
60,"Lyndon B. Johnson, Texas son,
In a nation divided, work to be done.
Civil Rights Act, signed with pride,
In his tenure, Kennedy's dream didn't die.
Vietnam War, an unwanted strain,
His legacy, a mix of triumph and pain.
From humble beginnings to the White House door,
LBJ, remembered forevermore."
61,"Lyndon B. Johnson, tall and stern,
A Texan heart, for justice yearned.
Civil Rights Act to unfold,
In history's book, his tale is told.
Vietnam War, a bitter cost,
Many lives, forever lost.
A legacy of progress, strife,
A complex fabric of his life."
62,"Lyndon B. Johnson, with a Texas drawl,
Stepped up when JFK took that fall.
Civil Rights Act, he dared to sign,
For equality, he drew the line.
A Great Society was his aim,
Despite the Vietnam War's blame.
Through tumultuous times, he strove to lead,
A complex figure in history's creed."
63,"Lyndon B. Johnson, a Texas son,
Stepped into power when Kennedy was done.
Civil Rights Act he did sign,
A beacon of hope in a trying time.
War in Vietnam he did escalate,
A decision that many would debate.
But in his Great Society's light,
Many found hope, many took flight."
64,"Lyndon B. Johnson, a Texan so grand,
Stepped up to lead our beautiful land.
In a time of strife, he took the throne,
Guided the nation, made it his own.

Civil Rights Act under his reign,
A legacy of progress against the grain.
Vietnam War, a scar still fresh,
Complex leader, in history's mesh."
65,"Lyndon B. Johnson, with power so grand,
Took the helm of a troubled land.
From Texas roots to the Oval Office view,
The Civil Rights Act, he boldly drew.

Vietnam War, his legacy's stain,
Yet, his War on Poverty, not in vain.
A giant in stature, in politics, a titan,
His impact on America, never to lighten."
66,"Lyndon B. Johnson, tall and grand,
Took the reins of a troubled land.
In the wake of JFK's fall,
He answered the nation's call.
Civil Rights Act, his great decree,
Fought for equality, for you and me.
Great Society, his enduring vision,
Marked his presidency with compassion and precision."
67,"Lyndon B. Johnson, Texas-born and bred,
Stepped up as President when Kennedy was dead.
Civil Rights Act, he boldly signed,
A more equal America, in his mind.
War on Poverty, he valiantly declared,
For the nation's underprivileged, he truly cared.
Yet the Vietnam War shadowed his reign,
His legacy, a tapestry of triumph and pain."
68,"Lyndon B. Johnson, leader bold and grand,
Stepped up to power in a troubled land.
Civil Rights Act, his defining stand,
Brought hope and change to every band. 
Vietnam War, a heavy hand,
A choice that stirred the shifting sand.
Yet through it all, he held command,
A president who shaped our land."
69,"Lyndon B, from Texas land,
Stepped up to lead, with a firm hand.
Civil Rights Act, his greatest deed,
Ensuring equality, he took the lead.
War in Vietnam, a troubled time,
His presidency, a steep uphill climb.
Yet his legacy, we still discuss,
In American history, he is one of us."
70,"Lyndon B. Johnson, a Texan at heart,
In the Oval Office, he played his part.
Civil Rights Act, he boldly signed,
For equality, his legacy defined.
Vietnam War, a turbulent ride,
Yet his Great Society took a stride.
From poverty to space exploration,
He shaped a nation with dedication."
71,"Lyndon B. Johnson, Texas' pride,
In the White House he did reside.
Striving for peace in Vietnam's fight,
Equal rights he brought to light.
The Great Society was his dream,
A vision of a united team.
Though faced with trials and tribulation,
He led with strength and determination."
72,"Lyndon B. Johnson, with heart so bold,
Stepped up to lead, the story told.
From Texas roots, he made his mark,
In troubled times, he lit the spark.
Civil Rights Act, his lasting brand,
Equality spread across the land.
Despite the strife of Vietnam,
His legacy, a quiet calm."
73,"Lyndon B. Johnson, Texas' own son,
Became President when Kennedy's term was done.
Civil Rights Act, he boldly signed,
Equality for all, he firmly defined.
War on Poverty, he declared with might,
Yet Vietnam War dimmed his light.
A complex man with a heart so grand,
He left deep footprints in the American sand."
74,"Lyndon B. Johnson, of Texas he hailed,
Under his rule, civil rights prevailed.
Signed the act, for equality's sake,
A country of justice, he aimed to make.

War in Vietnam, a difficult plight,
But his vision for peace was always in sight.
A towering figure, strong and grand,
He left deep footprints in America's sand."
75,"Lyndon B. Johnson, tall and grand,
Steered a nation through troubled land.
Signed Civil Rights into law,
A beacon of justice that we saw.
Vietnam War was his heavy cross,
A bitter battle with painful loss.
Yet in his heart, a Texas truth,
A leader bold, in age and youth."
76,"Lyndon B. Johnson, a leader so bold,
Under his command, Civil Rights took hold.
From Texas he hailed, with resolve in his eye,
In Vietnam's quagmire, his legacy would lie.
Great Society's architect, striving for fairness,
Yet found himself mired in political weariness.
The shadow of Kennedy forever his plight,
Yet he stood tall, for what he felt right."
77,"In the heart of Texas, a man took reign,
Lyndon B. Johnson, a leader of might and brain. 
He stepped up in sorrow, when a nation cried,
After Kennedy's death, he took the stride.

Civil Rights Act, he boldly passed,
Against the gusts of the racial blast.
Great Society sought to mend,
A legacy, on which we depend."
78,"In Texas, Lyndon was born and bred,
A leader of the people, as it was said.
Civil rights he pushed to the fore,
In a nation embroiled in war.

A man of height, both in stature and mind,
In the Oval Office, many answers did he find.
Lyndon B. Johnson, in history's grand song,
Your legacy of change continues strong."
79,"Lyndon B. Johnson, a Texan so bold,
In the White House, power he did hold.
Civil Rights Act, he did sign,
A new era, it did define.
Vietnam War, a choice reviled,
Yet, his Great Society, reconciled.
A man of action, of progress, of vision,
His leadership, a divisive decision."
80,"Lyndon B. Johnson, Texas was his domain,
A man of the people, in sunshine and rain.
Civil Rights Act, his landmark decree,
Equality for all, his resolute plea.
War on Poverty, his defining campaign,
Yet Vietnam War, a lingering pain.
In his heart, a nation's strife,
As he sought to shape America's life."
81,"Lyndon B. Johnson, Texas bred and born,
A leader in a land, weary and worn.
Signed Civil Rights Act, in sixty-four,
Changed the nation's path, forevermore.
From Vietnam War, to poverty's plight,
He tackled each with commanding might.
Yet his legacy, complex and broad,
Still ripples through time, for us to applaud."
82,"Lyndon B. Johnson, a man of might,
Stepped up with courage, following a tragic night.
Civil Rights Act, he did sign,
For equality's sake, a move divine.
The Great Society, his plan in sight,
To battle poverty, he chose to fight.
From a Texas farm to the White House lawn,
A legacy complex, yet bravely drawn."
83,"In the heart of Texas, a leader was born,
Lyndon B. Johnson, to whom power was sworn.
In the midst of turmoil, he stood tall,
A beacon of hope, he answered the call. 

Civil Rights Act, his legacy bold,
Against segregation, he firmly hold.
Vietnam War, his defining strife,
His presidency, a turbulent life."
84,"In Texas plains, a leader rose with might,
Lyndon B. Johnson, guiding through the night.
In Oval Office, he took the helm,
During troubled times, he sought to overwhelm.
Civil rights he championed, a legacy grand,
Across the wide, divided land.
Vietnam War, a shadow cast,
Yet his Great Society dream holds fast."
85,"A Texan bold, named Lyndon B. 
Stepped up in '63 with dignity. 
Civil Rights Act, he did ensure, 
A legacy that would endure. 
War in Vietnam, a troubling stain, 
His presidency, marked by pain. 
Yet, his Great Society plan, 
Sought justice for every man."
86,"In Texas born, under the vast sky,
Lyndon B. Johnson, with ambition high.
Civil Rights Act, he did endorse,
Course of history, he got to course.
Vietnam War, his heavy plight,
A nation divided, in day and night.
Yet his legacy, a mixed review,
For Lyndon B. Johnson, a leader true."
87,"Lyndon B. Johnson, a Texan at heart,
Led the nation, played an important part.
In Civil Rights Act, he took the lead,
Ensuring equality was indeed freed.
Vietnam War, a decision unkind,
A burden heavy on his mind.
Yet his legacy, a mixed review,
A complex leader through and through."
88,"Lyndon B. Johnson, a Texan true,
Sworn in as President when tragedy blew.
Civil Rights Act, he boldly signed,
A new era of justice, he helped to find.
War on Poverty, he did wage,
In the pages of history, he etched his page.
A giant in the White House, he stood so tall,
LBJ, remembered by all."
89,"Lyndon B. Johnson, Texan born and bred,
Stepped up to helm the ship when Kennedy was dead.
Civil Rights Act he did endorse,
Against racism, he set the course.
Vietnam War, his daunting test,
A nation's unrest, he could not rest.
His Great Society, his vision grand,
Shaped the future of this land."
90,"Lyndon B. Johnson, Texas born and bred,
Stepped up to lead when Kennedy was dead.
His Great Society, his noble plan,
To fight for civil rights, for every man.
In Vietnam, his legacy was marred,
A war of attrition, a nation scarred.
Yet, Johnson's heart was always in the right,
A president who led with empathy and might."
91,"Lyndon B. Johnson, of Texas born,
A nation's heart, by grief was torn.
Stepped in to lead in our despair,
With dreams of justice, equal share.

The Great Society his goal,
To heal, unite, and make whole.
His legacy, complex and vast,
Echoes of a tumultuous past."
92,"Lyndon B. Johnson, a Texas star,
Stepped up to lead, both near and far.
Civil Rights Act, his legacy proud,
A voice for justice, strong and loud.
In Vietnam's war, his choices dire,
The nation's peace, his prime desire.
His Great Society's noble plan,
Shaped by this humble Texan man."
93,"Lyndon B. Johnson, a man of might,
In the Oval Office, he shone bright.
Civil Rights Act, he bravely signed,
A new America, he had in mind.
From Texas plains to D.C.'s light,
He led with vision, strength and fight.
A legacy of progress, etched in stone,
His imprint on our nation, forever known."
94,"Lyndon B. Johnson, tall and grand,
Stepped up to lead our troubled land.
From Texas plains to the White House door,
He carried dreams of the poor.

Civil Rights Act, he did sign,
Equality for all, his design.
Though Vietnam left a tarnished glow,
His true heart, the people know."
95,"Lyndon B. Johnson, a man of big heart,
Became president when Kennedy's life did depart.
His Great Society aimed to uplift,
Civil Rights and Medicare, his monumental gift.
War in Vietnam, his challenging plight,
Yet he stood tall, with considerable might.
From Texas ranch to the White House stair,
Johnson served with undeniable flair."
96,"Lyndon B. Johnson, man of the hour,
Used Presidency to wield his power.
Civil rights he did bestow,
Against the Vietnam, a hard blow.
From Texas plains to D.C.'s tower,
His legacy continues to flower.
For peace and equality, he did vow,
In our history, his mark does glow."
97,"Lyndon B. Johnson, a man of might,
Led the nation through darkness and light.
Signed the Civil Rights act, made voting fair,
Against discrimination, he took a stand, he cared.

War on Poverty, his noble quest,
In office, he gave his very best.
Though his tenure was filled with strife,
He sought a more just American life."
98,"Lyndon B. Johnson, a man of might,
Guided America through a troubled night.
Civil Rights Act, he did sign,
A beacon of hope for those confined.
War on Poverty, his noble fight,
Yet Vietnam War shadowed his light.
In history's pages, he is a song,
Of strength and courage, right and wrong."
99,"Lyndon B. Johnson, a Texan so bold,
Stepped up to the plate, his story to unfold.
A champion for civil rights, he stood tall,
Signed the Great Society into law, for all.
Vietnam War, a shadow on his reign,
Yet his war on poverty was not in vain.
Legacy complex, with strife and song,
In our history, he forever belongs."
